followers_count,verified,retweet_count,mention_count,bio_length,has_location,label,platform
92,0.0,21,8,0,0,1,twitter
15548,1.0,591,897,203,1,0,twitter
19413,0.0,1197,172,371,0,0,twitter
172,0.0,3,5,24,1,1,twitter
40537,0.0,1557,225,146,0,0,twitter
14366,0.0,908,572,148,0,0,twitter
46832,0.0,2900,1969,297,1,0,twitter
139,0.0,6,17,1,1,1,twitter
148,0.0,29,7,32,0,1,twitter
152,0.0,6,16,36,1,1,twitter
134,0.0,6,8,11,0,1,twitter
11935,0.0,287,24,157,0,0,twitter
88,0.0,11,1,0,0,1,twitter
154,0.0,21,18,20,0,1,twitter
90,0.0,22,15,11,1,1,twitter
197,0.0,27,6,14,0,1,twitter
5737,0.0,3805,104,419,1,0,twitter
52,0.0,9,1,34,0,1,twitter
105,0.0,3,15,26,0,1,twitter
192,0.0,3,4,11,0,1,twitter
20,0.0,14,5,12,0,1,twitter
22840,0.0,439,1897,197,0,0,twitter
10219,0.0,2870,1432,485,0,0,twitter
62,0.0,26,18,27,0,1,twitter
44,0.0,28,0,25,1,1,twitter
9382,0.0,3081,136,381,1,0,twitter
44808,1.0,4646,807,258,1,0,twitter
96,0.0,28,2,31,0,1,twitter
68,0.0,25,3,28,1,1,twitter
17593,0.0,1243,265,421,1,0,twitter
22232,1.0,3407,933,385,0,0,twitter
40590,0.0,786,1799,354,1,0,twitter
81,0.0,24,0,34,0,1,twitter
48074,0.0,410,1159,321,1,0,twitter
191,0.0,26,10,23,0,1,twitter
76,0.0,28,9,35,0,1,twitter
29306,1.0,4810,115,294,1,0,twitter
104,0.0,1,0,14,0,1,twitter
28,0.0,8,19,36,0,1,twitter
34,0.0,7,4,31,0,1,twitter
135,0.0,15,18,27,1,1,twitter
4248,0.0,2611,1407,275,1,0,twitter
183,0.0,8,1,0,0,1,twitter
187,0.0,13,19,37,0,1,twitter
42,0.0,27,3,17,0,1,twitter
34648,1.0,1122,1538,149,0,0,twitter
139,0.0,19,14,25,0,1,twitter
37234,0.0,2292,1987,217,1,0,twitter
169,0.0,8,18,0,0,1,twitter
44372,0.0,1809,382,136,1,0,twitter
30505,1.0,1023,209,340,0,0,twitter
7168,0.0,4446,287,135,1,0,twitter
102,0.0,18,9,13,0,1,twitter
36987,0.0,588,140,314,1,0,twitter
22102,1.0,2319,842,316,1,0,twitter
97,0.0,0,15,38,0,1,twitter
12034,0.0,1438,37,226,1,0,twitter
115,0.0,0,3,5,0,1,twitter
33790,1.0,4922,1955,173,1,0,twitter
127,0.0,21,1,15,0,1,twitter
20828,1.0,4701,1598,261,0,0,twitter
46601,1.0,2928,800,213,1,0,twitter
34,0.0,23,15,17,1,1,twitter
36680,0.0,1188,362,198,1,0,twitter
26,0.0,17,7,2,0,1,twitter
172,0.0,6,13,1,1,1,twitter
7788,0.0,2289,1232,130,0,0,twitter
1204,1.0,1669,1415,351,1,0,twitter
131,0.0,25,3,21,0,1,twitter
74,0.0,5,3,5,0,1,twitter
105,0.0,9,16,11,1,1,twitter
39857,0.0,1023,91,376,1,0,twitter
30,0.0,28,1,10,0,1,twitter
34,0.0,7,10,22,1,1,twitter
17802,0.0,3226,657,109,1,0,twitter
27,0.0,16,19,37,0,1,twitter
39,0.0,9,5,34,0,1,twitter
131,0.0,9,6,15,0,1,twitter
46605,0.0,599,590,274,1,0,twitter
170,0.0,15,6,35,0,1,twitter
108,0.0,1,16,7,0,1,twitter
47865,0.0,413,1426,102,1,0,twitter
12891,0.0,4404,1873,364,1,0,twitter
60,0.0,17,17,23,1,1,twitter
14731,0.0,2201,860,402,0,0,twitter
182,0.0,3,12,1,1,1,twitter
88,0.0,25,0,0,1,1,twitter
57,0.0,0,0,31,0,1,twitter
23893,0.0,3642,36,306,1,0,twitter
84,0.0,8,6,0,0,1,twitter
48190,0.0,1588,1807,138,1,0,twitter
13942,0.0,4856,1517,251,1,0,twitter
164,0.0,5,8,3,0,1,twitter
144,0.0,20,18,6,0,1,twitter
22,0.0,12,3,21,0,1,twitter
25787,0.0,1911,161,184,1,0,twitter
31706,1.0,2528,886,90,1,0,twitter
7936,1.0,2898,1337,119,1,0,twitter
123,0.0,1,7,15,0,1,twitter
3247,0.0,1743,928,461,1,0,twitter
13,0.0,26,15,28,0,1,twitter
19453,0.0,3537,266,172,1,0,twitter
102,0.0,13,5,37,0,1,twitter
3814,0.0,1371,1056,391,1,0,twitter
14,0.0,7,14,13,0,1,twitter
134,0.0,29,5,18,0,1,twitter
47205,0.0,4919,1649,290,0,0,twitter
29745,0.0,4911,1296,213,1,0,twitter
5354,0.0,338,613,379,1,0,twitter
46617,0.0,3157,1889,321,1,0,twitter
104,0.0,20,16,11,0,1,twitter
151,0.0,4,16,24,0,1,twitter
8399,0.0,4365,289,318,1,0,twitter
32504,1.0,2945,633,153,1,0,twitter
15889,1.0,1301,1233,108,1,0,twitter
22333,0.0,3009,1321,93,1,0,twitter
66,0.0,11,12,27,0,1,twitter
20,0.0,0,17,24,0,1,twitter
103,0.0,2,10,37,1,1,twitter
35867,1.0,3042,951,272,1,0,twitter
22189,1.0,4580,556,204,1,0,twitter
126,0.0,26,14,17,0,1,twitter
18589,1.0,1773,81,149,1,0,twitter
14147,0.0,4934,1415,479,1,0,twitter
123,0.0,13,0,15,0,1,twitter
14996,0.0,1848,1070,306,1,0,twitter
152,0.0,1,6,17,0,1,twitter
34283,1.0,2160,1447,149,1,0,twitter
13574,0.0,4784,892,490,1,0,twitter
105,0.0,6,6,11,1,1,twitter
85,0.0,9,16,11,0,1,twitter
7,0.0,17,2,2,0,1,twitter
48580,0.0,3533,668,132,1,0,twitter
9808,0.0,636,1310,263,0,0,twitter
38,0.0,2,13,11,1,1,twitter
25168,1.0,4711,1540,248,1,0,twitter
25456,0.0,2251,1276,299,1,0,twitter
184,0.0,0,4,21,1,1,twitter
114,0.0,13,19,6,1,1,twitter
163,0.0,4,3,9,1,1,twitter
189,0.0,13,3,18,0,1,twitter
169,0.0,13,6,14,0,1,twitter
63,0.0,6,19,23,0,1,twitter
113,0.0,9,0,0,0,1,twitter
30864,0.0,815,1229,147,1,0,twitter
8250,0.0,143,27,117,1,0,twitter
67,0.0,25,9,3,0,1,twitter
9146,0.0,730,578,293,1,0,twitter
48145,1.0,1220,1007,248,1,0,twitter
17261,0.0,735,49,198,0,0,twitter
49367,0.0,1595,1708,392,1,0,twitter
47503,1.0,3567,1872,173,1,0,twitter
9843,0.0,4232,1324,338,0,0,twitter
7733,0.0,543,587,151,1,0,twitter
27884,0.0,2478,1612,219,1,0,twitter
16035,0.0,4772,923,222,0,0,twitter
49712,0.0,444,1537,199,1,0,twitter
27692,0.0,903,1421,150,1,0,twitter
174,0.0,29,15,34,1,1,twitter
56,0.0,24,8,38,1,1,twitter
108,0.0,9,16,12,0,1,twitter
49568,0.0,1781,573,184,1,0,twitter
8546,0.0,3101,1129,276,1,0,twitter
36458,0.0,1784,1009,329,0,0,twitter
149,0.0,18,15,16,0,1,twitter
195,0.0,2,6,33,1,1,twitter
33801,1.0,308,449,357,0,0,twitter
63,0.0,17,13,25,0,1,twitter
13963,0.0,4373,1790,127,1,0,twitter
33502,1.0,737,1900,429,1,0,twitter
5560,0.0,4758,65,224,1,0,twitter
20298,0.0,1802,1133,200,1,0,twitter
112,0.0,27,1,36,1,1,twitter
45606,0.0,3154,395,226,1,0,twitter
52,0.0,7,19,16,0,1,twitter
48763,0.0,4222,218,452,1,0,twitter
69,0.0,5,5,10,0,1,twitter
72,0.0,18,7,27,0,1,twitter
102,0.0,4,9,28,1,1,twitter
87,0.0,13,17,21,0,1,twitter
35988,0.0,368,75,430,1,0,twitter
37027,0.0,426,677,282,1,0,twitter
26660,1.0,2328,709,180,1,0,twitter
117,0.0,28,10,27,1,1,twitter
10795,0.0,4981,1806,264,1,0,twitter
17515,1.0,3077,1135,292,1,0,twitter
43,0.0,23,4,23,0,1,twitter
78,0.0,4,10,13,0,1,twitter
44039,0.0,658,1450,185,1,0,twitter
71,0.0,29,11,8,0,1,twitter
164,0.0,24,0,2,0,1,twitter
7,0.0,11,18,7,0,1,twitter
32066,0.0,990,756,219,1,0,twitter
27,0.0,1,0,22,0,1,twitter
71,0.0,25,14,24,0,1,twitter
89,0.0,22,12,20,0,1,twitter
7161,0.0,2783,303,100,1,0,twitter
107,0.0,22,5,9,0,1,twitter
3907,0.0,4285,73,261,1,0,twitter
150,0.0,7,0,20,0,1,twitter
168,0.0,8,18,37,0,1,twitter
177,0.0,24,15,36,1,1,twitter
51,0.0,28,12,36,0,1,twitter
8,0.0,15,16,36,0,1,twitter
1381,1.0,1938,1517,196,1,0,twitter
16479,0.0,1832,31,215,1,0,twitter
16994,1.0,1766,894,470,1,0,twitter
7,0.0,25,18,35,0,1,twitter
40531,0.0,4092,1184,418,0,0,twitter
175,0.0,2,16,2,0,1,twitter
26640,0.0,719,758,240,0,0,twitter
23270,0.0,781,142,340,1,0,twitter
102,0.0,15,8,37,1,1,twitter
31615,1.0,1671,1602,230,1,0,twitter
175,0.0,3,4,6,0,1,twitter
150,0.0,18,2,30,0,1,twitter
43998,0.0,3095,637,102,1,0,twitter
45,0.0,6,18,14,0,1,twitter
69,0.0,18,18,18,0,1,twitter
45035,1.0,3065,761,222,1,0,twitter
22372,0.0,2637,649,383,1,0,twitter
17618,0.0,4090,612,390,1,0,twitter
46813,0.0,2416,180,338,1,0,twitter
22652,0.0,84,165,272,1,0,twitter
29,0.0,4,9,1,0,1,twitter
26513,1.0,1195,684,187,1,0,twitter
116,0.0,14,7,37,1,1,twitter
11,0.0,0,5,25,0,1,twitter
111,0.0,23,5,0,0,1,twitter
112,0.0,28,8,38,0,1,twitter
160,0.0,6,12,37,0,1,twitter
49916,1.0,4507,722,409,0,0,twitter
15260,1.0,4741,1390,208,1,0,twitter
24057,0.0,1999,803,141,1,0,twitter
135,0.0,0,14,0,1,1,twitter
4035,1.0,1809,127,150,1,0,twitter
28574,0.0,2949,410,179,1,0,twitter
39298,0.0,2863,1864,346,0,0,twitter
29851,0.0,431,978,126,1,0,twitter
36180,1.0,101,1664,91,1,0,twitter
46,0.0,8,7,27,0,1,twitter
23519,1.0,2664,457,192,1,0,twitter
15710,0.0,3066,414,363,1,0,twitter
147,0.0,26,11,39,0,1,twitter
3804,1.0,4869,1305,154,1,0,twitter
70,0.0,0,4,38,0,1,twitter
19712,1.0,3347,1461,393,0,0,twitter
7204,0.0,4290,1341,341,1,0,twitter
22,0.0,21,3,22,0,1,twitter
49929,1.0,3342,629,122,0,0,twitter
6103,0.0,4941,1111,317,0,0,twitter
34,0.0,26,4,34,0,1,twitter
161,0.0,8,11,33,1,1,twitter
137,0.0,3,8,13,0,1,twitter
34190,0.0,4630,1556,283,1,0,twitter
149,0.0,18,13,36,0,1,twitter
112,0.0,21,18,14,0,1,twitter
33235,0.0,3402,1248,142,1,0,twitter
47875,1.0,3411,524,181,1,0,twitter
22439,0.0,2014,1457,200,1,0,twitter
16809,0.0,3945,462,362,1,0,twitter
42043,1.0,1537,878,364,0,0,twitter
27660,1.0,4481,543,268,1,0,twitter
68,0.0,26,14,1,1,1,twitter
11347,0.0,2808,547,213,1,0,twitter
8672,1.0,4845,1442,466,1,0,twitter
46427,0.0,2509,1351,425,1,0,twitter
11465,1.0,1043,1691,431,1,0,twitter
15480,1.0,3736,1093,116,1,0,twitter
14,0.0,4,7,21,0,1,twitter
153,0.0,16,13,24,0,1,twitter
127,0.0,26,5,11,0,1,twitter
82,0.0,1,3,35,0,1,twitter
157,0.0,3,7,15,0,1,twitter
193,0.0,17,10,7,0,1,twitter
196,0.0,3,14,8,0,1,twitter
26789,1.0,877,1958,285,1,0,twitter
37710,0.0,4535,1226,103,1,0,twitter
43095,0.0,1939,1034,253,1,0,twitter
26022,0.0,1270,88,149,1,0,twitter
19616,1.0,992,1597,387,1,0,twitter
144,0.0,0,12,7,0,1,twitter
31566,0.0,1594,534,156,1,0,twitter
5323,1.0,78,1303,294,1,0,twitter
74,0.0,15,8,32,0,1,twitter
23493,0.0,2700,773,104,0,0,twitter
37,0.0,8,7,4,0,1,twitter
40879,0.0,517,1479,406,1,0,twitter
7854,0.0,1248,343,341,1,0,twitter
195,0.0,0,15,5,1,1,twitter
111,0.0,14,8,4,0,1,twitter
19415,0.0,703,853,380,1,0,twitter
28462,1.0,2729,293,358,1,0,twitter
17584,1.0,3143,173,419,1,0,twitter
2567,0.0,2852,1927,483,1,0,twitter
101,0.0,14,8,17,0,1,twitter
45005,0.0,3515,750,124,1,0,twitter
86,0.0,22,3,21,0,1,twitter
51,0.0,29,17,14,0,1,twitter
26809,0.0,4288,934,431,1,0,twitter
9517,0.0,493,73,264,1,0,twitter
13979,0.0,965,1145,232,1,0,twitter
59,0.0,4,6,4,1,1,twitter
47404,0.0,1102,361,267,1,0,twitter
114,0.0,0,1,27,0,1,twitter
9872,0.0,1079,1378,167,1,0,twitter
34266,0.0,865,1915,419,1,0,twitter
25818,0.0,2081,1066,151,1,0,twitter
21,0.0,24,6,29,0,1,twitter
143,0.0,10,8,18,0,1,twitter
158,0.0,18,3,18,0,1,twitter
26942,0.0,247,1676,86,1,0,twitter
163,0.0,27,14,38,1,1,twitter
27876,0.0,72,1116,185,1,0,twitter
35660,0.0,3950,736,185,1,0,twitter
27067,0.0,3301,1093,320,1,0,twitter
129,0.0,3,15,14,0,1,twitter
175,0.0,12,19,36,0,1,twitter
18540,0.0,2965,1857,244,0,0,twitter
5,0.0,23,12,36,1,1,twitter
27856,1.0,4041,1846,305,1,0,twitter
2087,1.0,2675,1289,253,0,0,twitter
37991,0.0,4065,1661,227,1,0,twitter
147,0.0,27,8,16,1,1,twitter
63,0.0,12,0,39,0,1,twitter
72,0.0,7,9,31,0,1,twitter
135,0.0,0,8,14,0,1,twitter
6,0.0,11,5,30,1,1,twitter
133,0.0,28,9,26,0,1,twitter
22618,1.0,3710,1190,393,1,0,twitter
31,0.0,20,19,35,0,1,twitter
1588,0.0,2495,77,110,1,0,twitter
71,0.0,17,4,7,1,1,twitter
33,0.0,28,19,37,0,1,twitter
111,0.0,24,1,34,1,1,twitter
2488,0.0,4389,1270,384,1,0,twitter
7154,0.0,2367,1147,454,1,0,twitter
188,0.0,27,0,10,0,1,twitter
81,0.0,1,15,36,0,1,twitter
39477,0.0,1733,33,433,1,0,twitter
193,0.0,26,10,13,0,1,twitter
36448,0.0,445,1048,170,0,0,twitter
149,0.0,6,18,13,0,1,twitter
40987,0.0,3623,857,378,1,0,twitter
30239,0.0,898,162,194,1,0,twitter
39,0.0,25,12,28,0,1,twitter
127,0.0,6,17,20,0,1,twitter
196,0.0,28,12,15,0,1,twitter
182,0.0,29,1,16,0,1,twitter
27913,1.0,434,1426,209,1,0,twitter
99,0.0,8,4,31,0,1,twitter
154,0.0,5,12,14,0,1,twitter
35633,0.0,3270,359,404,0,0,twitter
161,0.0,20,19,18,0,1,twitter
3954,0.0,4383,67,378,1,0,twitter
185,0.0,13,11,21,0,1,twitter
97,0.0,26,13,18,0,1,twitter
182,0.0,5,15,32,0,1,twitter
164,0.0,3,12,37,0,1,twitter
98,0.0,5,11,0,0,1,twitter
116,0.0,3,18,9,0,1,twitter
107,0.0,2,8,10,0,1,twitter
48078,0.0,1245,1233,286,1,0,twitter
23260,0.0,1189,774,151,0,0,twitter
151,0.0,18,17,28,0,1,twitter
170,0.0,26,13,24,0,1,twitter
189,0.0,12,1,6,1,1,twitter
24,0.0,12,12,16,0,1,twitter
34,0.0,8,1,37,0,1,twitter
24206,0.0,2743,1454,429,1,0,twitter
41701,0.0,4529,822,175,1,0,twitter
24295,1.0,347,671,128,0,0,twitter
138,0.0,21,14,4,0,1,twitter
110,0.0,3,13,28,1,1,twitter
57,0.0,13,7,20,1,1,twitter
48021,0.0,2338,533,318,1,0,twitter
33642,0.0,3566,1716,266,1,0,twitter
182,0.0,4,3,6,1,1,twitter
30694,0.0,3869,961,449,1,0,twitter
99,0.0,22,14,31,0,1,twitter
20770,0.0,2211,927,190,1,0,twitter
171,0.0,14,8,34,0,1,twitter
36206,0.0,2737,139,212,1,0,twitter
5246,0.0,3254,1911,404,0,0,twitter
38867,0.0,3488,1802,183,1,0,twitter
24459,0.0,227,1040,489,1,0,twitter
37,0.0,13,10,30,1,1,twitter
36912,1.0,643,952,341,1,0,twitter
46999,1.0,4104,1247,266,1,0,twitter
32517,0.0,213,631,199,1,0,twitter
114,0.0,11,14,25,0,1,twitter
41756,1.0,2560,1575,287,1,0,twitter
13059,0.0,4132,1342,481,1,0,twitter
38373,0.0,1019,665,325,1,0,twitter
42755,0.0,1619,852,397,1,0,twitter
34282,1.0,2823,760,354,0,0,twitter
30784,1.0,82,317,243,0,0,twitter
47820,1.0,3942,882,244,0,0,twitter
44,0.0,13,15,34,0,1,twitter
10314,0.0,2109,1792,363,1,0,twitter
25,0.0,13,18,33,0,1,twitter
185,0.0,21,19,12,0,1,twitter
3555,1.0,4432,907,338,1,0,twitter
85,0.0,15,10,20,0,1,twitter
14551,1.0,4547,356,80,1,0,twitter
61,0.0,27,12,5,0,1,twitter
4734,1.0,3045,199,83,1,0,twitter
146,0.0,18,16,34,0,1,twitter
196,0.0,0,6,8,0,1,twitter
11224,0.0,245,828,125,0,0,twitter
5,0.0,25,5,10,0,1,twitter
26983,0.0,1980,985,291,0,0,twitter
24317,0.0,2378,1645,219,0,0,twitter
4408,1.0,2197,1411,216,1,0,twitter
108,0.0,26,16,37,1,1,twitter
185,0.0,28,2,19,0,1,twitter
121,0.0,23,4,0,0,1,twitter
13487,1.0,377,371,460,1,0,twitter
37618,0.0,1562,1870,345,1,0,twitter
54,0.0,14,17,19,0,1,twitter
7111,0.0,1987,1242,96,1,0,twitter
33,0.0,4,0,12,0,1,twitter
29557,1.0,1135,1711,157,1,0,twitter
115,0.0,27,11,12,0,1,twitter
40365,0.0,3545,905,151,0,0,twitter
16229,1.0,2334,1030,362,1,0,twitter
22962,1.0,3621,554,213,1,0,twitter
43076,0.0,553,1463,316,0,0,twitter
22869,1.0,4185,1158,394,1,0,twitter
33512,0.0,2689,1233,333,0,0,twitter
97,0.0,23,17,17,0,1,twitter
88,0.0,21,3,37,0,1,twitter
97,0.0,18,17,29,0,1,twitter
5913,0.0,2956,1479,390,1,0,twitter
135,0.0,26,3,37,0,1,twitter
73,0.0,4,5,17,1,1,twitter
8969,0.0,4930,1462,316,1,0,twitter
5703,0.0,2476,1729,153,1,0,twitter
41321,0.0,4487,332,353,1,0,twitter
18,0.0,10,5,0,0,1,twitter
1580,0.0,4884,1523,253,0,0,twitter
41131,0.0,189,1043,136,0,0,twitter
43096,0.0,777,1403,279,0,0,twitter
33010,0.0,318,368,374,1,0,twitter
27,0.0,1,11,20,1,1,twitter
140,0.0,13,6,39,0,1,twitter
15342,0.0,490,1968,437,1,0,twitter
31674,0.0,2992,695,161,1,0,twitter
18,0.0,23,18,31,0,1,twitter
9343,1.0,4139,1959,364,1,0,twitter
58,0.0,27,15,28,0,1,twitter
7943,0.0,255,1158,194,0,0,twitter
144,0.0,8,2,9,0,1,twitter
38094,0.0,1360,1318,198,1,0,twitter
72,0.0,26,19,3,1,1,twitter
127,0.0,27,0,34,0,1,twitter
25574,1.0,4373,645,170,0,0,twitter
184,0.0,3,18,32,0,1,twitter
42175,1.0,3334,1935,283,1,0,twitter
22940,0.0,890,1937,340,1,0,twitter
116,0.0,26,18,23,0,1,twitter
109,0.0,12,19,38,0,1,twitter
150,0.0,29,12,25,1,1,twitter
9645,1.0,4119,956,428,1,0,twitter
49478,0.0,1719,1895,220,0,0,twitter
114,0.0,18,14,6,0,1,twitter
16346,0.0,3246,388,138,0,0,twitter
20,0.0,18,13,8,0,1,twitter
16754,1.0,104,1750,481,1,0,twitter
37519,1.0,3397,259,459,1,0,twitter
7320,0.0,148,1153,315,1,0,twitter
12997,1.0,1523,986,90,0,0,twitter
59,0.0,2,3,3,0,1,twitter
39605,0.0,269,135,404,1,0,twitter
49893,0.0,3561,734,382,1,0,twitter
30492,0.0,4651,1633,105,1,0,twitter
12,0.0,24,10,0,1,1,twitter
17675,0.0,2365,734,266,1,0,twitter
171,0.0,9,10,23,0,1,twitter
136,0.0,0,6,38,1,1,twitter
41163,0.0,1438,765,168,1,0,twitter
197,0.0,2,3,36,0,1,twitter
26593,0.0,4112,393,495,1,0,twitter
85,0.0,6,12,39,0,1,twitter
57,0.0,13,12,2,0,1,twitter
41261,0.0,1520,1664,222,0,0,twitter
23711,1.0,4726,810,491,0,0,twitter
5035,0.0,540,995,133,1,0,twitter
8526,0.0,2002,1494,487,1,0,twitter
7689,0.0,709,1087,249,1,0,twitter
56,0.0,12,1,16,0,1,twitter
20056,0.0,3478,739,102,1,0,twitter
164,0.0,29,7,38,0,1,twitter
19,0.0,2,1,25,0,1,twitter
3344,1.0,3856,195,351,1,0,twitter
9760,0.0,3799,579,327,0,0,twitter
38691,0.0,2377,101,182,1,0,twitter
1,0.0,9,6,37,0,1,twitter
167,0.0,27,8,3,0,1,twitter
160,0.0,10,8,30,0,1,twitter
20934,0.0,2275,557,212,1,0,twitter
11115,0.0,3274,1476,425,1,0,twitter
114,0.0,6,11,12,1,1,twitter
9,0.0,22,13,25,0,1,twitter
10,0.0,17,7,9,0,1,twitter
144,0.0,11,4,1,0,1,twitter
20513,0.0,1254,257,280,1,0,twitter
23,0.0,24,2,36,0,1,twitter
37855,1.0,1302,1969,379,1,0,twitter
154,0.0,8,12,18,0,1,twitter
15281,1.0,4924,1182,328,1,0,twitter
93,0.0,13,0,22,0,1,twitter
162,0.0,10,17,28,0,1,twitter
130,0.0,13,12,1,0,1,twitter
126,0.0,18,0,23,1,1,twitter
107,0.0,14,8,30,0,1,twitter
41475,0.0,2439,1428,152,1,0,twitter
10695,0.0,1054,1188,102,0,0,twitter
60,0.0,29,10,23,0,1,twitter
728,1.0,1398,189,142,0,0,twitter
48,0.0,21,13,16,0,1,twitter
27,0.0,27,3,8,0,1,twitter
79,0.0,21,15,18,0,1,twitter
68,0.0,3,17,21,0,1,twitter
4172,1.0,55,1914,265,0,0,twitter
165,0.0,14,4,17,0,1,twitter
59,0.0,27,2,32,1,1,twitter
106,0.0,12,14,33,0,1,twitter
181,0.0,9,18,13,0,1,twitter
35424,0.0,820,51,85,0,0,twitter
98,0.0,12,2,19,0,1,twitter
46393,0.0,3753,1814,319,1,0,twitter
36450,0.0,1385,1531,202,1,0,twitter
46309,0.0,2174,1130,209,1,0,twitter
176,0.0,6,7,22,0,1,twitter
175,0.0,29,0,11,0,1,twitter
145,0.0,22,19,27,0,1,twitter
47768,1.0,299,285,182,1,0,twitter
5561,1.0,4665,854,380,0,0,twitter
13780,1.0,70,1161,287,1,0,twitter
28,0.0,29,9,15,0,1,twitter
146,0.0,11,8,39,0,1,twitter
10396,1.0,2617,774,304,0,0,twitter
113,0.0,12,17,39,1,1,twitter
55,0.0,24,7,31,0,1,twitter
16,0.0,6,6,4,0,1,twitter
28043,1.0,689,867,260,1,0,twitter
9975,1.0,3745,1650,450,1,0,twitter
164,0.0,3,15,14,0,1,twitter
193,0.0,18,14,11,0,1,twitter
28040,0.0,2298,273,254,1,0,twitter
121,0.0,4,19,7,0,1,twitter
38277,0.0,1661,240,416,1,0,twitter
21,0.0,24,10,21,0,1,twitter
49580,1.0,774,123,405,1,0,twitter
130,0.0,6,11,34,0,1,twitter
47896,0.0,2112,1111,286,1,0,twitter
28869,1.0,2120,453,170,0,0,twitter
138,0.0,1,13,39,1,1,twitter
2,0.0,20,14,27,0,1,twitter
21825,0.0,4159,944,98,0,0,twitter
197,0.0,2,10,3,0,1,twitter
49494,0.0,1319,708,187,1,0,twitter
34,0.0,18,15,33,0,1,twitter
32,0.0,19,0,9,0,1,twitter
19380,1.0,4976,1917,222,0,0,twitter
43,0.0,26,2,23,1,1,twitter
133,0.0,20,12,5,0,1,twitter
120,0.0,21,4,9,0,1,twitter
24458,0.0,3576,1195,193,1,0,twitter
22,0.0,21,17,26,0,1,twitter
53,0.0,5,6,16,0,1,twitter
11773,0.0,1156,1465,418,1,0,twitter
67,0.0,26,9,32,0,1,twitter
143,0.0,8,5,34,0,1,twitter
15,0.0,18,10,35,0,1,twitter
37696,0.0,1765,815,182,1,0,twitter
156,0.0,10,7,28,1,1,twitter
21571,0.0,99,1945,431,1,0,twitter
28196,0.0,2353,949,144,0,0,twitter
1581,0.0,101,1617,139,1,0,twitter
6961,1.0,3793,320,226,1,0,twitter
162,0.0,23,19,2,0,1,twitter
11236,1.0,2121,1388,481,1,0,twitter
58,0.0,17,9,32,1,1,twitter
4,0.0,29,1,2,0,1,twitter
43530,0.0,2411,1771,190,1,0,twitter
12711,1.0,2230,825,99,1,0,twitter
8337,0.0,2840,1850,441,1,0,twitter
164,0.0,0,17,6,0,1,twitter
15323,0.0,1408,1478,406,1,0,twitter
38,0.0,4,0,8,0,1,twitter
93,0.0,18,11,6,0,1,twitter
1358,1.0,1832,964,263,0,0,twitter
19026,0.0,3009,616,202,1,0,twitter
157,0.0,18,9,3,1,1,twitter
110,0.0,13,10,28,1,1,twitter
157,0.0,1,1,5,0,1,twitter
1,0.0,20,5,11,0,1,twitter
7178,1.0,3017,1605,101,1,0,twitter
3339,0.0,3844,775,442,0,0,twitter
33626,0.0,4004,285,89,1,0,twitter
5,0.0,27,5,1,0,1,twitter
38,0.0,8,7,13,0,1,twitter
16667,0.0,2989,94,280,1,0,twitter
2,0.0,1,0,18,0,1,twitter
69,0.0,24,4,15,0,1,twitter
18954,0.0,3983,1942,466,1,0,twitter
15334,0.0,2231,1024,148,1,0,twitter
5222,0.0,989,771,293,0,0,twitter
53,0.0,8,1,34,1,1,twitter
106,0.0,15,2,9,1,1,twitter
42,0.0,26,3,39,0,1,twitter
33,0.0,2,19,4,0,1,twitter
117,0.0,25,11,12,1,1,twitter
166,0.0,27,17,11,1,1,twitter
689,1.0,894,1615,454,0,0,twitter
78,0.0,6,1,32,0,1,twitter
10810,1.0,2150,1312,286,1,0,twitter
12699,0.0,167,700,464,1,0,twitter
142,0.0,25,15,38,0,1,twitter
83,0.0,7,9,34,0,1,twitter
99,0.0,19,4,6,0,1,twitter
43852,0.0,883,1667,91,1,0,twitter
40,0.0,23,16,12,0,1,twitter
37193,0.0,4098,1468,481,1,0,twitter
172,0.0,1,12,9,0,1,twitter
155,0.0,24,12,33,0,1,twitter
86,0.0,20,13,39,0,1,twitter
13661,0.0,4362,989,435,1,0,twitter
133,0.0,15,15,5,0,1,twitter
108,0.0,2,7,6,1,1,twitter
13,0.0,3,9,7,0,1,twitter
93,0.0,9,14,28,0,1,twitter
42676,0.0,3757,1873,175,1,0,twitter
12056,0.0,3157,599,107,0,0,twitter
22461,1.0,3622,1891,173,1,0,twitter
62,0.0,22,12,10,1,1,twitter
57,0.0,26,3,39,0,1,twitter
34815,0.0,2363,1627,385,1,0,twitter
21210,1.0,4148,1722,214,0,0,twitter
42222,1.0,2467,1037,172,1,0,twitter
165,0.0,19,3,22,1,1,twitter
23743,0.0,961,457,352,1,0,twitter
37,0.0,20,5,20,0,1,twitter
560,1.0,596,1809,344,1,0,twitter
8752,0.0,3314,1856,409,1,0,twitter
15068,0.0,4351,130,108,1,0,twitter
71,0.0,23,8,7,0,1,twitter
134,0.0,20,0,25,0,1,twitter
179,0.0,6,17,12,0,1,twitter
31,0.0,17,7,2,0,1,twitter
19910,0.0,3397,106,334,1,0,twitter
14455,0.0,1786,1802,148,1,0,twitter
57,0.0,7,15,32,0,1,twitter
14172,1.0,219,312,324,1,0,twitter
99,0.0,6,11,25,0,1,twitter
7648,1.0,3577,1152,392,1,0,twitter
136,0.0,8,16,19,0,1,twitter
176,0.0,13,14,37,0,1,twitter
149,0.0,18,11,8,0,1,twitter
